WARNING: System properties and/or JVM args set.  Consider using --dry-run or --exec
0    [main] INFO  org.eclipse.jetty.server.Server  – jetty-8.1.10.v20130312
25   [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor /opt/solr/solr-4.10.2/hdp/contexts at interval 0
29   [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /opt/solr/solr-4.10.2/hdp/contexts/banana-context.xml
120  [main] INFO  org.eclipse.jetty.webapp.WebInfConfiguration  – Extract jar:file:/opt/solr/solr-4.10.2/hdp/webapps/banana.war!/ to /opt/banana/latest/banana-webapp/webapp
313  [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /banana, did not find org.apache.jasper.servlet.JspServlet
343  [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /opt/solr/solr-4.10.2/hdp/contexts/solr-jetty-context.xml
1331 [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
3048722 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=0 
3048724 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=1 
3048724 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=0 
3048724 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=1 
3048725 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=361 status=0 QTime=0 
3048740 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=5 
3048745 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=2 status=0 QTime=0 
3048748 [qtp631383787-12] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=26 
3048745 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=359 status=0 QTime=0 
3048745 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=1 
3048817 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1568764574:RT @TlNKERBEIl: YOOOO look at what snapchat has done 😂 http://t.co/muTiNH0LvV (1512597158170198016)]} 0 2
3048851 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3053311705:@iMacneNana ok aquí voy *empieza trepar aunque torpe en comparación a Nana* (1512597158205849600)]} 0 2
3048888 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2476001436:RT @kazlovesmusic: ていうかいっちゃんガッツリ秋山さんの隣やんけ！！！何何なんなのーーー！！！！！downyとACIDMAN対バンしてくれてもよろしくてよ！！！！！！！！！！（乱） https://t.co/Q8gZTq3Uh5 (1512597158244646912)]} 0 2
3048908 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[157898660:ものすごく雲が低いんですけどなんなの？ (1512597158266667008)]} 0 2
3048944 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1061091097:العمر راح والناس تغيروا وانا للحين ماركضت على البحر مع حبيبتي ☻ (1512597158303367168)]} 0 2
3048965 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2568546530:@k_miiika ありがと💓 (1512597158326435840)]} 0 1
3048992 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2943239965:RT @cccyccc: السؤال الخامس اربع دول تبدأ بحرف التاء ؟الاجابه كامله (1512597158353698816)]} 0 3
3049012 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1082143717:@kahoni1 y vos sos? (1512597158375718912)]} 0 2
3049035 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3467508194:RT @nattferrero: http://t.co/Sp3X5GUHVj (1512597158398787584)]} 0 2
3049054 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[435782781:وما تقدموا لأنفسكم من خير تجدوه عند اللـه هو خيرا وأعظم أجرا ۚ واستغفروا اللـه ۖ إن اللـه غفور رحيم -- سورة المزمل  #قيام_الليل  #قرآن (1512597158419759104)]} 0 2
3049095 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[156004026:Lembrete: Vocês têm até às 23:59 de hoje para enviar o email concorrendo ao M&G no Rock in Rio. (Horário de Brasília) (1512597158461702144)]} 0 2
3049118 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2402704283:Yarının yorucu olacağını bile bile gülüyorum tescilliyim ben 😅 (1512597158485819392)]} 0 1
3049140 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[407671370:RT @n_ygt: Memduh Boydak: Melikşah'a katkıda bulundum bulunmaya da devam edeceğim... (1512597158508888064)]} 0 2
3049163 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[147291552:RT @ibonnavarro: Pau Gasol (y el resto de este EQUIPO) acaban d escribir una d las paginas más memorables de nuestro deporte. Disfrutemos.G… (1512597158534053888)]} 0 1
3049184 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3007573124:@JakePortis ❤️❤️ love you Jake 😚 (1512597158555025408)]} 0 2
3049206 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2458378648:RT @hemmatrxn: Anoche soñé que iba a ver a 5sos y una réplica culia me despertó hsjdk #ChileWantsDerpCon (1512597158579142656)]} 0 2
3049229 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[864541752:Estoy congelado❄❄ (1512597158603259904)]} 0 2
3049251 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3015364990:RT @pascual_serrano: El ministro de Economía del PP lo tiene claro. Lo que les preocupa no es el nacionalismo sino la izquierda http://t.c… (1512597158626328576)]} 0 1
3049285 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2966140575:RT @xsweetestx: @vaitefdermeu Não tens de agradecer cara de cu e se estas a precisar é logo para me dizeres! LOVE YOUU  😂👭💕 (1512597158660931584)]} 0 3
3049315 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[55003294:Listo para viajar a Cusco https://t.co/79g3Dw7DJ6 (1512597158692388864)]} 0 2
3049339 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[209431735:Jesus be a coffee (1512597158717554688)]} 0 3
3049364 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[143870417:Que grande Gasol ! Ole ole! (1512597158743769088)]} 0 2
3049386 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3345754699:Saudi National Campaign's Activites to Support Syrian People #syriacrisis #syrianrefugees #Syria #UNHCR #saudi http://t.co/bChxEcKWHy (1512597158766837760)]} 0 2
3049492 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[111305543:RT @Egle0702: Day6 meaning. The members are six but there are 7 days a week so the seventh day are the fans. My money on "Sunday" as the … (1512597158879035392)]} 0 2
3049513 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[615164499:RT @Kulum8: Vergonzoso el arbitraje!! Así se gana (1512597158901055488)]} 0 1
3049540 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2208401748:#Goku#Dragon_Ball_GT_Episode_44Yosh!! 40 Likers! Lanjut Lagi Besok!Daftrar Episode Dragon Ball Lainya ::... http://t.co/30EiTi1Ksu (1512597158927269888)]} 0 4
3049575 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2753174257:Let's chat! Lots of great deals! http://t.co/7xndocNSGs (1512597158966067200)]} 0 2
3049594 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3056556305:she looks so perfect hino (1512597158985990144)]} 0 2
3049618 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[619588042:u #EMABiggestFansJustinBieber (1512597159011155968)]} 0 1
3049641 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[164451930:Pau Gasol 40 points 16 rebounds vs France ( which means Rudy Gobert) .... MVP MVP MVP #BullsNation (1512597159034224640)]} 0 2
3049663 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3072612915:RT @protegiar: "Meu mundo é um lugar melhor quando você está dentro dele."— Grey's Anatomy (1512597159058341888)]} 0 1
3049681 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[405059551:ala mierda xd (1512597159077216256)]} 0 1
3049703 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[995867647:http://t.co/KZ7bpnlHtA http://t.co/5NLWLV4pOj (1512597159100284928)]} 0 2
3049727 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[235156763:@louiseftconball Hi could you please RT this? Thank you 💛 https://t.co/pUQUQ8sGz5 (1512597159125450752)]} 0 1
3049750 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3089376748:@Juuliaan_s2 Si te interesa despertar el Kundalini activar los chakras la Liberacion e Iluminacion visita: https://t.co/rnFDwn871Y (1512597159149568000)]} 0 2
3049773 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2915078951:تطبيق دعوة  إشترك وإجعل حسابك يغرد بالاذكار لكي يكون لك صدقة جارية . http://t.co/7UHBzqNVZZ (1512597159173685248)]} 0 1
3049794 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2582307586:Ich habe 28442 Goldmünzen gesammelt!  http://t.co/XUJ4g0FilT #android #androidgames #gameinsight (1512597159195705344)]} 0 1
3049855 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[240665921:@MariusDahl91 søderlund (1512597159258619904)]} 0 2
3049876 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2763948816:مود http://t.co/6DqJkS44t3 (1512597159281688576)]} 0 1
3049898 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[117970312:VS Angels Workout Tips - http://t.co/5J680sMjFi http://t.co/lQZFKXyjOn (1512597159302660096)]} 0 3
3049925 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3558957737:RT @UnionViciconte_: FELICITACIONES A LAS VIGNISTAS POR SER TAN "ORIGINALES" (sarcasmo) Tu EJERCITO Te Ama Viciconte http://t.co/CplesASEDp (1512597159330971648)]} 0 3
3049955 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[324193556:Eurocopa 2012 Roland Garros el Tour... Y ahora esto en su casa. No me extraña que los franceses nos tengan manía. VIVA ESPAÑA!!!!! (1512597159364526080)]} 0 1
3049977 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3231201718:Ty Beanie Babies Sanrio Hello Kitty Snowman Christmas 2013 - Buy It Now! Only $4.5 http://t.co/FvWdvu3QfN http://t.co/NrjbNTNBMz (1512597159387594752)]} 0 1
3049996 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2977829057:RT @feryal_elrodeny: هتحبوا حاجات عمركم ما كنتوا تتخيلوا ان ممكن فى يوم من الايام  تحبوها علشان حد انتو حبيتوه✋👌 (1512597159406469120)]} 0 2
3050015 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1431672427:Solo tu sabes como hacerlo. http://t.co/s3BcZs6E5B (1512597159427440640)]} 0 1
3050037 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3449220507:Talking with your mouth full ain't a good look aron ! (1512597159450509312)]} 0 2
3050056 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[412827080:اللهم منزل الكتاب سريع الحساب اهزم الأحزاب♻️ http://t.co/tqKlVHe6pV (1512597159469383680)]} 0 2
3050082 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2592875143:@AstonmaX92 @EA_FIFA_France est mieux mais @KONAMIFR PES est bon également (1512597159496646656)]} 0 2
3050101 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2415947493:Wow my Twitter Account is worth $25.20 as of today. See what your Tweets are worth at http://t.co/sHY2G8egLh for FREE! (1512597159517618176)]} 0 2
3050121 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3148402540:RT @HGarin_AMAP: Con la #AMAP en el Congreso de la SATI @diegoserranoPR @mintrabajo @MundoGremial @AleRissoVazquez @GremialMedica http://t.… (1512597159537541120)]} 0 2
3050154 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[526785688:#fcsp by lena_moos #refugeeswelcome #bildnotwelcome #fcsp #fcstpauli #welcome #sayitloudsayitclearrefugeesarewelcom… http://t.co/CSica17BEz (1512597159572144128)]} 0 2
3050239 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3044725200:@beitah92 de nada (1512597159661273088)]} 0 2
3050266 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1541907319:RT @Atuacrush_: Amanhã já é a minha apresentação (1512597159689584640)]} 0 2
3050289 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2890124764:DNP Front Derailleur Double 28.6 Clamp Bottom Pull New http://t.co/0R6EtNJjLq http://t.co/afkfLzugXe (1512597159714750464)]} 0 1
3050309 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[632345841:Say nomore 😈💯 (1512597159734673408)]} 0 3
3050325 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3055918200:1回20円だって、結構いいよねそれを週3回 (1512597159752499200)]} 0 1
3050351 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[50835677:RT @Aramark: Congrats to our associates partners & @CareForce for making ABC Day a huge success! Photos: http://t.co/cSLzNYMmIr http://t.c… (1512597159779762176)]} 0 2
3050377 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1666559946:RT @TheClassic90s: #kidstodaywillneverknow about the iDog http://t.co/1hqHrymDg1 (1512597159804928000)]} 0 3
3050405 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2405879686:@IIxh_ (1512597159836385280)]} 0 1
3050430 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2184725324:@enokabo あるなぁ…。 (1512597159861551104)]} 0 3
3050450 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=0 
3050453 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=2 
3050457 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=1 
3050457 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=1 
3050461 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=359 status=0 QTime=1 
3050461 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=361 status=0 QTime=1 
3050464 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=2 status=0 QTime=1 
3050465 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=359 status=0 QTime=0 
3050470 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=1 
3050473 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1175345454:RT @onedirection: Liam's still loving the beat drop on #DragMeDown http://t.co/orEz8bKrm3 http://t.co/bwYlobKrku (1512597159906639872)]} 0 2
3050497 [qtp631383787-13] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=49 
3050506 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[228476990:RT @Havana_H: هذا الصورة ليست في ام رقبيه او في احد المهرجانات القبلية بل في انتخابات جامعة الكويت. http://t.co/YtoKjtWTYw (1512597159941242880)]} 0 2
3050529 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1371691802:RT @ActionYaDawry: #اكشن_يا_دوري رئيس لجنة الاحتراف عبدالله البرقان: تلقينا طلب الاتحاد البرتغالي بأن اللاعب سعيد المولد حُر وافدناهم ان ع… (1512597159966408704)]} 0 2
3050564 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[760511988:RT @Robvilla_: All I needed was some good fitting pants (1512597160002060288)]} 0 3
3050597 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1081709438:RT @Shinedown: The new @paparoach #GRAVITY Is out now!!! Check it out!!! F.E.A.R. by Papa Roachhttps://t.co/03jgscn6yg (1512597160035614720)]} 0 4
3050624 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1497222746:She cute lol  https://t.co/DUHfvX8EU4 (1512597160063926272)]} 0 4
3050650 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3428866779:Getireceğim inan Güneş'i akşamlarına (1512597160092237824)]} 0 2
3050677 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[230093609:RT @Exen: Today: 76th anniversary of Russia's WW2 invasion of PolandToday: Russian embassy @rusemb_pl tweets denials all day http://t.co/e… (1512597160119500800)]} 0 4
3050698 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2748640854:淫夢厨は許さない。どんな理由があろうとも…絶対にだ…！(迫真) (1512597160143618048)]} 0 1
3050723 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[1139206105:GAMEDAY 😈⚽️💚💛 (1512597160167735296)]} 0 3
3050765 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[3437424970:#MTVSummerStar Britney Spears j9qnd9qfkwjhifhfwfowuf15 (1512597160209678336)]} 0 6
3050798 [qtp631383787-11] INFO  org.apache.solr.update.processor.LogUpdateProcessor  – [tweets] webapp=/solr path=/update params={wt=javabin&version=2} {add=[2228930366:RT @vittiencantar_: @vittisolarizar e ainda ele consegue manter aquele corpo gostosão dele #MPN #RAFAELVITTI (1512597160248475648)]} 0 1
